id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,pb_over_history,pe_over_history,date,peg
507230,CSIH30269,红利低波,2,8.6299,0.8796,0.8024,0.598,0.1019,0.0416,1777305600000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322161,1777390322161,False,5,0.402,0.1976,04-28,3.8901
507216,SH000922,中证红利,2,8.8861,0.8667,0.8552,0.5064,0.0975,0.0442,1777305600000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320859,1777390320859,False,5,0.4936,0.1448,04-28,5.6258
507248,SH000015,上证红利,2,9.1047,0.8698,0.9848,0.6008,0.0955,0.0414,1777305600000,high,2,,0.05,1452441600000,1777390323805,1777390323805,False,5,0.3992,0.0152,04-28,8.3898
507232,SH000919,300价值,2,9.3153,0.9302,0.8264,0.458,0.0999,0.0394,1777305600000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322342,1777390322342,False,5,0.542,0.1736,04-28,2.5296
507244,CSI930740,300红利LV,2,9.3845,0.9454,0.9068,0.59,0.1007,0.0422,1777305600000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1777390323450,1777390323450,False,5,0.41,0.0932,04-28,5.7965
507242,CSPSADRP,标普红利,2,9.7004,1.0215,0.9912,0.6964,0.1053,0.0445,1777305600000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1777390323240,1777390323240,False,5,0.3036,0.0088,04-28,5.1263
507226,SZ399550,央视50,2,10.233,1.0245,0.8324,0.2264,0.1001,0.0399,1777305600000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1777390321843,1777390321843,False,5,0.7736,0.1676,04-28,2.3718
507225,SH000925,基本面50,2,10.3382,1.0222,0.8748,0.412,0.0989,0.0375,1777305600000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390321736,1777390321736,False,5,0.588,0.1252,04-28,2.4682
507212,SH000170,50AH优选,1,10.3651,1.2005,0.746,0.7592,0.1158,0.0304,1777305600000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320478,1777390320478,False,5,0.2408,0.254,04-28,2.3067
507147,HSFML25,香港大盘,1,10.396,1.0561,0.8244,0.6212,0.1016,0.0283,1777219200000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1777339920574,1777339920574,False,5,0.3788,0.1756,04-27,1.1831
507146,HKHSCEI,国企指数,1,10.7242,1.0497,0.886,0.7292,0.0979,0.0277,1777219200000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1777339920483,1777339920483,False,5,0.2708,0.114,04-27,1.8628
507209,SH000016,上证50,1,11.5838,1.236,0.82,0.5332,0.1067,0.032,1777305600000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320193,1777390320193,False,5,0.4668,0.18,04-28,1.9182
507235,SH000010,上证180,1,12.3253,1.2428,0.8568,0.4556,0.1008,0.0291,1777305600000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322600,1777390322600,False,5,0.5444,0.1432,04-28,1.8282
507145,HKHSI,恒生指数,1,12.6924,1.2693,0.8676,0.8988,0.1,0.0308,1777219200000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1777339920390,1777339920390,False,5,0.1012,0.1324,04-27,1.7442
507210,SH000300,沪深300,1,14.6106,1.4769,0.9204,0.5728,0.1011,0.0257,1777305600000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320292,1777390320292,False,5,0.4272,0.0796,04-28,1.5816
507246,CSI716567,MSCI中国,1,15.138,1.5175,0.8758,0.6448,0.1002,0.0243,1777305600000,high,2,,0.05,1508688000000,1777390323660,1777390323660,False,5,0.3552,0.1242,04-28,1.3616
507228,SZ399324,深证红利,2,15.4409,2.4153,0.4332,0.7312,0.1564,0.0424,1777305600000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390321996,1777390321996,False,5,0.2688,0.5668,04-28,1.7474
507154,SPCQVCP,标普质量,2,15.6419,2.777,0.416,0.3848,0.1775,0.0208,1777305600000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777372320250,1777372320250,False,5,0.6152,0.584,04-28,1.8252
507207,GDAXI,德国DAX,1,17.4456,1.5685,0.4856,0.3664,0.0899,0.0011,1777305600000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1777372324905,1777372324905,False,5,0.6336,0.5144,04-28,
507227,SH000903,中证100,1,18.2084,1.8646,0.9996,0.9604,0.1024,0.0261,1777305600000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390321918,1777390321918,False,5,0.0396,0.0004,04-28,1.6421
507239,CSI931142,东证竞争,2,18.3442,3.136,0.9464,0.9296,0.171,0.0236,1777305600000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390323027,1777390323027,False,5,0.0704,0.0536,04-28,0.9435
507229,CSI930782,500低波,2,22.0539,1.7478,0.6687,0.7383,0.0793,0.0217,1777305600000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1777390322073,1777390322073,False,5,0.2617,0.3313,04-28,1.3864
507166,SZ399998,中证煤炭,3,22.8723,1.831,0.8744,0.988,0.0801,0.0453,1777305600000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1449158400000,1777372321283,1777372321283,True,5,0.012,0.1256,04-28,
507231,SZ399317,国证A指,1,23.027,1.8675,0.998,0.62,0.0811,0.0176,1777305600000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322241,1777390322241,False,5,0.38,0.002,04-28,1.5961
507149,SPHCMSHP,香港中小,1,23.2883,1.5363,0.9941,0.7908,0.066,0.0224,1777219200000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1777339921059,1777339921059,False,5,0.2092,0.0059,04-27,
507151,HKHSSCNE,新经济,2,25.0675,2.9424,0.5777,0.5394,0.1174,0.0109,1777219200000,high,2,,0.05,1542729600000,1777339921572,1777339921572,False,5,0.4606,0.4223,04-27,
507234,SZ399702,基本面120,2,25.4898,2.2042,0.98,0.5352,0.0865,0.0236,1777305600000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322512,1777390322512,False,5,0.4648,0.02,04-28,1.2151
507233,SZ399701,基本面60,2,25.4973,2.1144,0.9836,0.4264,0.0829,0.0261,1777305600000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322430,1777390322430,False,5,0.5736,0.0164,04-28,1.4888
507213,SZ399330,深证100,1,28.9377,3.0944,0.8684,0.6988,0.1069,0.0185,1777305600000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320572,1777390320572,False,5,0.3012,0.1316,04-28,1.3468
507143,SP500,标普500,1,29.6216,5.6399,0.8964,0.9996,0.1904,0.0105,1777219200000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1452441600000,1777339920218,1777339920218,False,5,0.0004,0.1036,04-27,1.9478
507238,SZ399417,新能源车,3,30.3408,4.1543,0.4612,0.6948,0.1369,0.0119,1777305600000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322928,1777390322928,True,5,0.3052,0.5388,04-28,0.7167
507236,SZ399001,深证成指,1,34.6528,2.9317,0.9876,0.6116,0.0846,0.0146,1777305600000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390322713,1777390322713,False,5,0.3884,0.0124,04-28,1.2004
507206,935600,MSCI印度,1,35.4727,4.7814,0.7852,0.7852,0.1348,0.0096,1777305600000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1477152000000,1777372324828,1777372324828,False,5,0.2148,0.2148,04-28,
507211,SH000905,中证500,1,36.5388,2.4889,0.8572,0.788,0.0681,0.013,1777305600000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320382,1777390320382,False,5,0.212,0.1428,04-28,1.3469
507218,SH000827,中证环保,3,37.1505,2.9544,0.8456,0.6952,0.0795,0.0149,1777305600000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390321027,1777390321027,False,5,0.3048,0.1544,04-28,0.9113
507144,NDX,纳指100,1,37.2751,10.391,0.9208,0.998,0.2788,0.0044,1777219200000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1452441600000,1777339920313,1777339920313,False,5,0.002,0.0792,04-27,1.85
507195,SZ399971,中证传媒,3,38.7828,2.4257,0.6192,0.3608,0.0625,0.0182,1777305600000,high,2,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777372323894,1777372323894,False,5,0.6392,0.3808,04-28,1.08
507215,SZ399006,创业板,1,43.7217,5.7803,0.538,0.6812,0.1322,0.0097,1777305600000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320758,1777390320758,False,5,0.3188,0.462,04-28,1.2188
507243,SZ399610,TMT50,3,46.2847,5.943,0.8008,0.9696,0.1284,0.0071,1777305600000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1488384000000,1777390323335,1777390323335,False,5,0.0304,0.1992,04-28,1.0474
507241,CSI931087,科技龙头,3,50.699,6.4564,0.792,0.8187,0.1273,0.0053,1777305600000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1777390323185,1777390323185,False,5,0.1813,0.208,04-28,1.0899
507214,SH000852,中证1000,1,52.8085,2.6806,0.8452,0.658,0.0508,0.0099,1777305600000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390320668,1777390320668,False,5,0.342,0.1548,04-28,1.6243
507249,CSI931079,5G通讯,3,55.4693,7.4842,0.9953,0.9965,0.1349,0.0058,1777305600000,high,2,,0.05,1556553600000,1777390323880,1777390323880,False,5,0.0035,0.0047,04-28,1.0418
507247,CSI930652,中证电子,3,59.9854,6.0146,0.9384,0.994,0.1003,0.0062,1777305600000,high,2,,0.05,1452528000000,1777390323725,1777390323725,False,5,0.006,0.0616,04-28,1.3106
507224,SH000993,全指信息,3,66.7728,5.9296,0.7936,0.99,0.0888,0.006,1777305600000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390321662,1777390321662,False,5,0.01,0.2064,04-28,1.3594
507219,SZ399967,中证军工,3,108.4117,3.9205,0.82,0.8016,0.0362,0.0042,1777305600000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1452614400000,1777390321134,1777390321134,True,5,0.1984,0.18,04-28,1.7959
507250,SH000688,科创50,1,146.1514,6.6354,0.8877,0.7657,0.0454,0.0032,1777305600000,high,2,,0.05,1577721600000,1777390323939,1777390323939,False,5,0.2343,0.1123,04-28,2.7782
