id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,pb_over_history,pe_over_history,date,peg
506380,SZ399324,深证红利,2,15.5393,2.4314,0.4624,0.752,0.1565,0.0423,1776355200000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421922145,1776421922145,False,5,0.248,0.5376,04-17,1.8071
506357,SPCQVCP,标普质量,2,15.6419,2.777,0.4164,0.3848,0.1775,0.0208,1776355200000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421920175,1776421920175,False,5,0.6152,0.5836,04-17,1.8252
506410,GDAXI,德国DAX,1,17.681,1.5886,0.4996,0.3984,0.0898,0.0011,1776355200000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1451491200000,1776421924611,1776421924611,False,5,0.6016,0.5004,04-17,
506379,SH000903,中证100,1,17.8948,1.8551,0.9984,0.9584,0.1037,0.0259,1776355200000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421922053,1776421922053,False,5,0.0416,0.0016,04-17,1.5795
506393,CSI931142,东证竞争,2,18.4276,3.1743,0.95,0.9436,0.1723,0.023,1776355200000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421923314,1776421923314,False,5,0.0564,0.05,04-17,0.9573
506369,SZ399998,中证煤炭,3,20.5258,1.7404,0.8616,0.9564,0.0848,0.0492,1776355200000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1448380800000,1776421921272,1776421921272,True,5,0.0436,0.1384,04-17,
506381,CSI930782,500低波,2,21.8002,1.7782,0.6476,0.7485,0.0816,0.0217,1776355200000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1776421922223,1776421922223,False,5,0.2515,0.3524,04-17,1.3722
506374,SH000989,全指可选,3,22.7654,2.3537,0.3312,0.3104,0.1034,0.026,1776355200000,high,2,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421921666,1776421921666,False,5,0.6896,0.6688,04-17,1.6991
506383,SZ399317,国证A指,1,22.887,1.8724,0.9988,0.6264,0.0818,0.0178,1776355200000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421922397,1776421922397,False,5,0.3736,0.0012,04-17,1.5327
506408,HKHSTECH,恒生科技,3,23.1832,2.7112,0.3398,0.4435,0.1169,0.011,1776355200000,high,2,,0.05,1595779200000,1776421924473,1776421924473,False,5,0.5565,0.6602,04-17,
506386,SZ399701,基本面60,2,24.2539,2.1001,0.964,0.4028,0.0866,0.025,1776355200000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421922641,1776421922641,False,5,0.5972,0.036,04-17,1.3948
506350,SPHCMSHP,香港中小,1,24.2631,1.5923,0.9996,0.8512,0.0656,0.0211,1776268800000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1776389521436,1776389521436,False,5,0.1488,0.0004,04-16,
506387,SZ399702,基本面120,2,24.6018,2.1991,0.9684,0.5268,0.0894,0.0228,1776355200000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421922735,1776421922735,False,5,0.4732,0.0316,04-17,1.1752
506354,HKHSSCNE,新经济,2,25.9771,3.0934,0.6384,0.6128,0.1191,0.0104,1776268800000,high,2,,0.05,1542729600000,1776389522069,1776389522069,False,5,0.3872,0.3616,04-16,
506362,SZ399330,深证100,1,28.1051,3.1061,0.8456,0.706,0.1105,0.0178,1776355200000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421920641,1776421920641,False,5,0.294,0.1544,04-17,1.286
506339,SP500,标普500,1,29.2536,5.5469,0.8756,0.9864,0.1896,0.0107,1776268800000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1451404800000,1776389520110,1776389520110,False,5,0.0136,0.1244,04-16,1.9236
506391,SZ399417,新能源车,3,32.2493,4.1835,0.5172,0.7016,0.1297,0.0097,1776355200000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421923055,1776421923055,True,5,0.2984,0.4828,04-17,0.7696
506389,SZ399001,深证成指,1,34.8109,2.9726,0.9924,0.6356,0.0854,0.0142,1776355200000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421922889,1776421922889,False,5,0.3644,0.0076,04-17,1.2099
506341,NDX,纳指100,1,35.6377,9.9817,0.8084,0.9636,0.2801,0.0046,1776268800000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1451404800000,1776389520312,1776389520312,False,5,0.0364,0.1916,04-16,1.7687
506409,935600,MSCI印度,1,35.7495,4.8188,0.7904,0.7904,0.1348,0.0095,1776355200000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1476547200000,1776421924531,1776421924531,False,5,0.2096,0.2096,04-17,
506360,SH000905,中证500,1,36.4631,2.5351,0.8552,0.8016,0.0695,0.013,1776355200000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421920440,1776421920440,False,5,0.1984,0.1448,04-17,1.3034
506367,SH000827,中证环保,3,38.2339,2.9457,0.8884,0.6856,0.077,0.0134,1776355200000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421921052,1776421921052,False,5,0.3144,0.1116,04-17,0.8901
506398,SZ399971,中证传媒,3,39.8332,2.5682,0.6428,0.474,0.0645,0.0173,1776355200000,high,2,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421923694,1776421923694,False,5,0.526,0.3572,04-17,0.9097
506364,SZ399006,创业板,1,42.5494,5.9046,0.496,0.694,0.1388,0.0082,1776355200000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421920811,1776421920811,False,5,0.306,0.504,04-17,1.1455
506397,SZ399610,TMT50,3,47.8754,6.0677,0.866,0.9808,0.1267,0.0072,1776355200000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1487779200000,1776421923612,1776421923612,False,5,0.0192,0.134,04-17,1.0642
506363,SH000852,中证1000,1,49.9561,2.7155,0.8144,0.6804,0.0544,0.0098,1776355200000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421920718,1776421920718,False,5,0.3196,0.1856,04-17,1.4534
506395,CSI931087,科技龙头,3,52.9378,6.5148,0.8517,0.8354,0.1231,0.0055,1776355200000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1776421923452,1776421923452,False,5,0.1646,0.1483,04-17,1.1583
506405,CSI931079,5G通讯,3,54.9988,7.3729,0.9976,0.9994,0.1341,0.0061,1776355200000,high,2,,0.05,1556553600000,1776421924285,1776421924285,False,5,0.0006,0.0024,04-17,1.0397
506403,CSI930652,中证电子,3,59.0381,5.7543,0.9304,0.98,0.0975,0.0067,1776355200000,high,2,,0.05,1451491200000,1776421924115,1776421924115,False,5,0.02,0.0696,04-17,1.1997
506376,SH000993,全指信息,3,66.8286,5.7134,0.7956,0.9592,0.0855,0.0063,1776355200000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421921823,1776421921823,False,5,0.0408,0.2044,04-17,1.262
506370,SZ399967,中证军工,3,109.7771,3.9764,0.8248,0.838,0.0362,0.0042,1776355200000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1451836800000,1776421921366,1776421921366,True,5,0.162,0.1752,04-17,1.667
506406,SH000688,科创50,1,159.6906,6.4087,0.9233,0.7193,0.0401,0.0033,1776355200000,high,2,,0.05,1577721600000,1776421924340,1776421924340,False,5,0.2807,0.0767,04-17,3.0153
