id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,peg,pb_flag,source,pb_over_history,pe_over_history,date
507917,SH000989,全指可选,3,23.6015,2.3234,0.4004,0.2972,0.0984,0.0254,1778428800000,mid,1,https://danjuanfunds.com/funding/001133?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521356,1778513521356,0.794,False,5,0.7028,0.5996,05-11
507918,SH000991,全指医药,3,33.3577,3.017,0.4056,0.0668,0.0904,0.0165,1778428800000,mid,1,https://danjuanfunds.com/funding/001180?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521438,1778513521438,1.0962,False,5,0.9332,0.5944,05-11
507933,SH000978,医药100,3,33.8626,3.0765,0.4664,0.072,0.0909,0.0162,1778428800000,mid,1,https://danjuanfunds.com/funding/001550?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522804,1778513522804,1.1056,False,5,0.928,0.5336,05-11
507910,SZ399986,中证银行,3,6.8356,0.647,0.804,0.3028,0.0947,0.0414,1778428800000,high,2,https://danjuanfunds.com/funding/240019?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520730,1778513520730,2.164,True,5,0.6972,0.196,05-11
507849,SPACEVCP,标普价值,2,7.7159,0.85,0.7776,0.7716,0.1102,0.0403,1778428800000,high,2,https://danjuanfunds.com/funding/501310?channel=1800100001&source=guzhi__web_20171001,0.05,1453392000000,1778495520168,1778495520168,1.7902,False,5,0.2284,0.2224,05-11
507935,CSI931157,红利成长LV,2,8.2503,0.8866,0.7063,0.6372,0.1075,0.0443,1778428800000,high,2,https://danjuanfunds.com/funding/007751?channel=1800100001&source=guzhi__web_20171001,0.05,1556121600000,1778513523036,1778513523036,1.0494,False,5,0.3628,0.2937,05-11
507925,CSIH30269,红利低波,2,8.375,0.8397,0.7664,0.5352,0.1003,0.0416,1778428800000,high,2,https://danjuanfunds.com/funding/005279?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521994,1778513521994,1.9017,False,5,0.4648,0.2336,05-11
507858,SH000922,中证红利,2,8.5925,0.8234,0.7988,0.4292,0.0958,0.0448,1778428800000,high,2,https://danjuanfunds.com/funding/090010?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495521024,1778495521024,1.4599,False,5,0.5708,0.2012,05-11
507942,SH000015,上证红利,2,8.7088,0.8211,0.9452,0.5672,0.0943,0.0428,1778428800000,high,2,,0.05,1453132800000,1778513523634,1778513523634,1.5473,False,5,0.4328,0.0548,05-11
507939,CSI930740,300红利LV,2,9.1076,0.9035,0.8184,0.4904,0.0992,0.0428,1778428800000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1452528000000,1778513523383,1778513523383,1.9645,False,5,0.5096,0.1816,05-11
507928,SH000919,300价值,2,9.1876,0.8993,0.7816,0.3348,0.0979,0.0393,1778428800000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522262,1778513522262,1.4567,False,5,0.6652,0.2184,05-11
507889,CSPSADRP,标普红利,2,9.4984,0.9725,0.9796,0.6432,0.1024,0.0457,1778428800000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778495523804,1778495523804,1.833,False,5,0.3568,0.0204,05-11
507838,HSFML25,香港大盘,1,10.1514,1.0198,0.7508,0.5,0.1005,0.0264,1778169600000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778290320737,1778290320737,1.1553,False,5,0.5,0.2492,05-08
507921,SZ399550,央视50,2,10.1681,1.0011,0.812,0.1532,0.0985,0.0396,1778428800000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778513521667,1778513521667,1.3589,False,5,0.8468,0.188,05-11
507920,SH000925,基本面50,2,10.2908,0.9878,0.8628,0.3596,0.096,0.0378,1778428800000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521592,1778513521592,1.179,False,5,0.6404,0.1372,05-11
507907,SH000170,50AH优选,1,10.4579,1.2,0.7716,0.7572,0.1147,0.0308,1778428800000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520455,1778513520455,1.8611,False,5,0.2428,0.2284,05-11
507837,HKHSCEI,国企指数,1,10.5015,1.0214,0.8548,0.6716,0.0973,0.0259,1778169600000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778290320656,1778290320656,1.8241,False,5,0.3284,0.1452,05-08
507904,SH000016,上证50,1,11.6228,1.2211,0.8288,0.4484,0.1051,0.0315,1778428800000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520192,1778513520192,1.6008,False,5,0.5516,0.1712,05-11
507931,SH000010,上证180,1,12.3371,1.2281,0.8584,0.412,0.0995,0.0284,1778428800000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522530,1778513522530,1.2722,False,5,0.588,0.1416,05-11
507836,HKHSI,恒生指数,1,12.5481,1.249,0.8456,0.866,0.0995,0.0292,1778169600000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778290320509,1778290320509,1.7244,False,5,0.134,0.1544,05-08
507905,SH000300,沪深300,1,14.8549,1.4756,0.9376,0.5712,0.0993,0.0248,1778428800000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520296,1778513520296,0.9949,False,5,0.4288,0.0624,05-11
507941,CSI716567,MSCI中国,1,15.5516,1.5315,0.8872,0.6694,0.0985,0.0233,1778428800000,high,2,,0.05,1508688000000,1778513523538,1778513523538,0.9048,False,5,0.3306,0.1128,05-11
507850,SPCQVCP,标普质量,2,15.6419,2.777,0.4144,0.3848,0.1775,0.0208,1778428800000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520272,1778495520272,1.8252,False,5,0.6152,0.5856,05-11
507923,SZ399324,深证红利,2,16.9019,2.3682,0.7448,0.6696,0.1401,0.0419,1778428800000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521822,1778513521822,0.7617,False,5,0.3304,0.2552,05-11
507903,GDAXI,德国DAX,1,17.5493,1.5648,0.4916,0.356,0.0892,0.0011,1778428800000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1453219200000,1778495525028,1778495525028,,False,5,0.644,0.5084,05-11
507922,SH000903,中证100,1,18.7339,1.8857,0.9996,0.9728,0.1007,0.0255,1778428800000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521741,1778513521741,0.9361,False,5,0.0272,0.0004,05-11
507886,CSI931142,东证竞争,2,18.7974,3.1494,0.95,0.9344,0.1675,0.0226,1778428800000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495523588,1778495523588,0.8534,False,5,0.0656,0.05,05-11
507912,SZ399998,中证煤炭,3,21.6491,1.7294,0.8728,0.9452,0.0799,0.0477,1778428800000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1450022400000,1778513520922,1778513520922,0.8889,True,5,0.0548,0.1272,05-11
507924,CSI930782,500低波,2,22.1085,1.7881,0.6735,0.7514,0.0809,0.0214,1778428800000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1454515200000,1778513521898,1778513521898,0.8756,False,5,0.2486,0.3265,05-11
507945,HKHSTECH,恒生科技,3,22.7299,2.6232,0.3039,0.3894,0.1154,0.0113,1778428800000,high,2,,0.05,1595779200000,1778513523904,1778513523904,,False,5,0.6106,0.6961,05-11
507841,SPHCMSHP,香港中小,1,22.8684,1.5445,0.9916,0.7963,0.0675,0.0213,1778169600000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1778290321217,1778290321217,,False,5,0.2037,0.0084,05-08
507926,SZ399317,国证A指,1,24.0176,1.9324,0.9996,0.7476,0.0805,0.0166,1778428800000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522075,1778513522075,1.0047,False,5,0.2524,0.0004,05-11
507844,HKHSSCNE,新经济,2,25.4158,2.9787,0.599,0.5564,0.1172,0.0108,1778169600000,high,2,,0.05,1542729600000,1778290321679,1778290321679,,False,5,0.4436,0.401,05-08
507930,SZ399702,基本面120,2,27.404,2.2427,0.9968,0.6004,0.0818,0.0226,1778428800000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522431,1778513522431,0.4807,False,5,0.3996,0.0032,05-11
507929,SZ399701,基本面60,2,28.2633,2.1369,0.9984,0.4704,0.0756,0.0252,1778428800000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522354,1778513522354,0.4739,False,5,0.5296,0.0016,05-11
507845,SP500,标普500,1,29.166,5.751,0.8644,0.9996,0.1972,0.0102,1778169600000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1453132800000,1778463120216,1778463120216,1.9178,False,5,0.0004,0.1356,05-08
507908,SZ399330,深证100,1,31.8551,3.1969,0.976,0.7468,0.1004,0.0176,1778428800000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520530,1778513520530,0.6028,False,5,0.2532,0.024,05-11
507934,SZ399417,新能源车,3,32.3668,4.2303,0.5252,0.7176,0.1307,0.0115,1778428800000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522928,1778513522928,0.6375,True,5,0.2824,0.4748,05-11
507902,935600,MSCI印度,1,35.6894,4.8106,0.7876,0.7876,0.1348,0.0096,1778428800000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1477670400000,1778495524949,1778495524949,,False,5,0.2124,0.2124,05-11
507846,NDX,纳指100,1,36.6012,10.4925,0.8788,0.9984,0.2867,0.0042,1778169600000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1453132800000,1778463120323,1778463120323,1.8165,False,5,0.0016,0.1212,05-08
507932,SZ399001,深证成指,1,37.5068,3.0887,0.9996,0.7092,0.0824,0.0138,1778428800000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513522730,1778513522730,0.594,False,5,0.2908,0.0004,05-11
507906,SH000905,中证500,1,38.4888,2.66,0.8768,0.8392,0.0691,0.0123,1778428800000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520378,1778513520378,0.8298,False,5,0.1608,0.1232,05-11
507911,SH000827,中证环保,3,38.7203,3.0522,0.9036,0.758,0.0788,0.0143,1778428800000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520825,1778513520825,0.6311,False,5,0.242,0.0964,05-11
507938,SZ399971,中证传媒,3,44.5997,2.5276,0.7224,0.4432,0.0567,0.0174,1778428800000,high,2,https://danjuanfunds.com/funding/004752?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513523281,1778513523281,1.0767,False,5,0.5568,0.2776,05-11
507857,SZ399006,创业板,1,47.5204,6.1777,0.5912,0.7408,0.13,0.009,1778428800000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778495520943,1778495520943,0.7308,False,5,0.2592,0.4088,05-11
507937,SZ399610,TMT50,3,50.777,6.5067,0.9304,0.9956,0.1281,0.0065,1778428800000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1488902400000,1778513523186,1778513523186,0.6962,False,5,0.0044,0.0696,05-11
507936,CSI931087,科技龙头,3,54.3481,7.0527,0.8961,0.9301,0.1298,0.005,1778428800000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1778513523103,1778513523103,0.9864,False,5,0.0699,0.1039,05-11
507943,CSI931079,5G通讯,3,56.7492,8.004,0.9977,0.9994,0.141,0.0056,1778428800000,high,2,,0.05,1556553600000,1778513523727,1778513523727,0.6259,False,5,0.0006,0.0023,05-11
507909,SH000852,中证1000,1,56.9528,2.8832,0.8724,0.744,0.0506,0.0092,1778428800000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513520621,1778513520621,0.9252,False,5,0.256,0.1276,05-11
507896,CSI930652,中证电子,3,62.6265,6.6944,0.9652,0.9996,0.1069,0.0057,1778428800000,high,2,,0.05,1453219200000,1778495524472,1778495524472,0.9206,False,5,0.0004,0.0348,05-11
507919,SH000993,全指信息,3,69.5394,6.6014,0.8444,0.9996,0.0949,0.0055,1778428800000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521515,1778513521515,0.9637,False,5,0.0004,0.1556,05-11
507913,SZ399967,中证军工,3,83.274,4.1866,0.7172,0.9248,0.0503,0.004,1778428800000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1453305600000,1778513521010,1778513521010,1.1575,True,5,0.0752,0.2828,05-11
507899,SH000688,科创50,1,162.584,7.5846,0.935,0.9252,0.0467,0.0028,1778428800000,high,2,,0.05,1577721600000,1778495524746,1778495524746,0.8517,False,5,0.0748,0.065,05-11
