id,index_code,name,ttype,pe,pb,pe_percentile,pb_percentile,roe,yeild,ts,eva_type,eva_type_int,url,bond_yeild,begin_at,created_at,updated_at,pb_flag,source,pb_over_history,pe_over_history,date,peg
515606,SH000015,上证红利,2,8.9168,0.8594,0.9724,0.6244,0.0964,0.0408,1787760000000,high,2,,0.05,1463328000000,1787844723607,1787844723607,False,5,0.3756,0.0276,08-27,1.5371
515602,CSI930740,300红利LV,2,8.9854,0.8707,0.7724,0.4144,0.0969,0.0446,1787760000000,high,2,https://danjuanfunds.com/funding/007605?channel=1800100001&source=guzhi__web_20171001,0.05,1462723200000,1787844723304,1787844723304,False,5,0.5856,0.2276,08-27,2.9055
515588,SH000919,300价值,2,9.0578,0.9157,0.72,0.4432,0.1011,0.0401,1787760000000,high,2,https://danjuanfunds.com/funding/310398?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722272,1787844722272,False,5,0.5568,0.28,08-27,1.4429
515580,SH000925,基本面50,2,9.7575,1.0227,0.6836,0.4444,0.1048,0.0381,1787760000000,high,2,https://danjuanfunds.com/funding/160716?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844721643,1787844721643,False,5,0.5556,0.3164,08-27,1.2762
515495,HSFML25,香港大盘,1,9.8255,0.9895,0.6564,0.4004,0.1007,0.0331,1787673600000,high,2,https://danjuanfunds.com/funding/501301?channel=1800100001&source=guzhi__web_20171001,0.05,1463414400000,1787794320673,1787794320673,False,5,0.5996,0.3436,08-26,1.1182
515565,SH000170,50AH优选,1,9.9633,1.2002,0.5976,0.7564,0.1205,0.0297,1787760000000,high,2,https://danjuanfunds.com/funding/501050?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844720391,1787844720391,False,5,0.2436,0.4024,08-27,1.4687
515581,SZ399550,央视50,2,10.0401,1.0219,0.7568,0.248,0.1018,0.0399,1787760000000,high,2,https://danjuanfunds.com/funding/165312?channel=1800100001&source=guzhi__web_20171001,0.05,1463414400000,1787844721730,1787844721730,False,5,0.752,0.2432,08-27,1.2847
515599,CSPSADRP,标普红利,2,10.208,1.1792,0.9916,0.9108,0.1155,0.0502,1787760000000,high,2,https://danjuanfunds.com/funding/501029?channel=1800100001&source=guzhi__web_20171001,0.05,1463414400000,1787844723065,1787844723065,False,5,0.0892,0.0084,08-27,1.8171
515494,HKHSCEI,国企指数,1,10.2206,0.9791,0.8,0.5572,0.0958,0.0317,1787673600000,high,2,https://danjuanfunds.com/funding/160717?channel=1800100001&source=guzhi__web_20171001,0.05,1463414400000,1787794320582,1787794320582,False,5,0.4428,0.2,08-26,1.7753
515562,SH000016,上证50,1,11.4014,1.2542,0.7552,0.5948,0.11,0.0317,1787760000000,high,2,https://danjuanfunds.com/funding/110003?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844720138,1787844720138,False,5,0.4052,0.2448,08-27,1.4035
515492,HKHSI,恒生指数,1,11.8622,1.2065,0.7236,0.7508,0.1017,0.0335,1787673600000,high,2,https://danjuanfunds.com/funding/000071?channel=1800100001&source=guzhi__web_20171001,0.05,1463414400000,1787794320408,1787794320408,False,5,0.2492,0.2764,08-26,1.6301
515591,SH000010,上证180,1,11.9561,1.2375,0.742,0.4572,0.1035,0.0292,1787760000000,high,2,https://danjuanfunds.com/funding/040180?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722487,1787844722487,False,5,0.5428,0.258,08-27,1.1604
515563,SH000300,沪深300,1,14.1192,1.4587,0.7828,0.4984,0.1033,0.0257,1787760000000,high,2,https://danjuanfunds.com/funding/100038?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844720232,1787844720232,False,5,0.5016,0.2172,08-27,0.924
515604,CSI716567,MSCI中国,1,14.8853,1.546,0.8164,0.6947,0.1039,0.0235,1787760000000,high,2,,0.05,1508688000000,1787844723453,1787844723453,False,5,0.3053,0.1836,08-27,0.8102
515508,SPCQVCP,标普质量,2,15.6419,2.777,0.4012,0.3848,0.1775,0.0208,1787760000000,high,2,https://danjuanfunds.com/funding/501069?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787826720183,1787826720183,False,5,0.6152,0.5988,08-27,1.8252
515582,SH000903,中证100,1,17.4319,1.8999,0.9456,0.9684,0.109,0.0252,1787760000000,high,2,https://danjuanfunds.com/funding/240014?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844721823,1787844721823,False,5,0.0316,0.0544,08-27,0.8925
515561,GDAXI,德国DAX,1,17.6638,1.781,0.4992,0.6356,0.1008,0.001,1787760000000,high,2,https://danjuanfunds.com/funding/000614?channel=1800100001&source=guzhi__web_20171001,0.05,1463414400000,1787826724364,1787826724364,False,5,0.3644,0.5008,08-27,
515596,CSI931142,东证竞争,2,18.4861,2.8997,0.9184,0.8744,0.1569,0.0236,1787760000000,high,2,https://danjuanfunds.com/funding/007658?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722860,1787844722860,False,5,0.1256,0.0816,08-27,0.6146
515583,SZ399324,深证红利,2,18.6218,2.8712,0.874,0.9016,0.1542,0.0351,1787760000000,high,2,https://danjuanfunds.com/funding/481012?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844721897,1787844721897,False,5,0.0984,0.126,08-27,0.6908
515498,SPHCMSHP,香港中小,1,18.7936,1.3716,0.918,0.6037,0.073,0.0235,1787673600000,high,2,https://danjuanfunds.com/funding/501021?channel=1800100001&source=guzhi__web_20171001,0.05,1467907200000,1787794321273,1787794321273,False,5,0.3963,0.082,08-26,
515584,CSI930782,500低波,2,20.4069,1.652,0.5304,0.7012,0.081,0.0235,1787760000000,high,2,https://danjuanfunds.com/funding/003318?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844721983,1787844721983,False,5,0.2988,0.4696,08-27,1.0248
515586,SZ399317,国证A指,1,21.1546,1.7965,0.8432,0.5656,0.0849,0.0182,1787760000000,high,2,https://danjuanfunds.com/funding/005414?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722125,1787844722125,False,5,0.4344,0.1568,08-27,0.9001
515572,SZ399998,中证煤炭,3,22.0765,1.8566,0.9016,0.988,0.0841,0.0301,1787760000000,high,2,https://danjuanfunds.com/funding/161724?channel=1800100001&source=guzhi__web_20171001,0.05,1460044800000,1787844720986,1787844720986,True,5,0.012,0.0984,08-27,0.8269
515589,SZ399701,基本面60,2,22.6434,2.054,0.846,0.2784,0.0907,0.0272,1787760000000,high,2,https://danjuanfunds.com/funding/530015?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722342,1787844722342,False,5,0.7216,0.154,08-27,0.4871
515502,HKHSSCNE,新经济,2,24.3465,2.6718,0.5257,0.374,0.1097,0.011,1787673600000,high,2,,0.05,1542729600000,1787794321935,1787794321935,False,5,0.626,0.4743,08-26,
515594,SZ399417,新能源车,3,24.5121,3.3779,0.3536,0.4592,0.1378,0.0146,1787760000000,high,2,https://danjuanfunds.com/funding/160225?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722715,1787844722715,True,5,0.5408,0.6464,08-27,0.5074
515590,SZ399702,基本面120,2,25.1341,2.2197,0.9472,0.5456,0.0883,0.0225,1787760000000,high,2,https://danjuanfunds.com/funding/070023?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722415,1787844722415,False,5,0.4544,0.0528,08-27,0.4502
515489,SP500,标普500,1,25.3051,5.5413,0.5844,0.9528,0.219,0.0102,1787673600000,high,2,https://danjuanfunds.com/funding/096001?channel=1800100001&source=guzhi__web_20171001,0.05,1463414400000,1787794320157,1787794320157,False,5,0.0472,0.4156,08-26,1.6639
515566,SZ399330,深证100,1,27.5492,3.0085,0.8016,0.6092,0.1092,0.0181,1787760000000,high,2,https://danjuanfunds.com/funding/217016?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844720478,1787844720478,False,5,0.3908,0.1984,08-27,0.5429
515518,SH000827,中证环保,3,29.8347,2.5976,0.5724,0.4152,0.0871,0.0173,1787760000000,high,2,https://danjuanfunds.com/funding/001064?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787826721051,1787826721051,False,5,0.5848,0.4276,08-27,0.5165
515490,NDX,纳指100,1,30.0221,9.1546,0.4596,0.7832,0.3049,0.0043,1787673600000,high,2,https://danjuanfunds.com/funding/160213?channel=1800100001&source=guzhi__web_20171001,0.05,1463328000000,1787794320247,1787794320247,False,5,0.2168,0.5404,08-26,1.49
515592,SZ399001,深证成指,1,32.1398,2.8401,0.8636,0.5692,0.0884,0.0149,1787760000000,high,2,https://danjuanfunds.com/funding/163109?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844722560,1787844722560,False,5,0.4308,0.1364,08-27,0.5241
515564,SH000905,中证500,1,34.63,2.4807,0.842,0.796,0.0716,0.0131,1787760000000,high,2,https://danjuanfunds.com/funding/000478?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844720319,1787844720319,False,5,0.204,0.158,08-27,0.7383
515560,935600,MSCI印度,1,35.7309,4.8159,0.782,0.782,0.1348,0.0094,1787760000000,high,2,https://danjuanfunds.com/funding/164824?channel=1800100001&source=guzhi__web_20171001,0.05,1484323200000,1787826724283,1787826724283,False,5,0.218,0.218,08-27,
515568,SZ399006,创业板,1,40.1191,5.6449,0.3856,0.656,0.1407,0.0091,1787760000000,high,2,https://danjuanfunds.com/funding/110026?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844720666,1787844720666,False,5,0.344,0.6144,08-27,0.5957
515600,SZ399610,TMT50,3,42.0173,5.979,0.6604,0.9416,0.1423,0.0074,1787760000000,high,2,https://danjuanfunds.com/funding/160224?channel=1800100001&source=guzhi__web_20171001,0.05,1495555200000,1787844723140,1787844723140,False,5,0.0584,0.3396,08-27,0.5415
515567,SH000852,中证1000,1,44.6895,2.4449,0.6976,0.4992,0.0547,0.0106,1787760000000,high,2,https://danjuanfunds.com/funding/003646?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844720549,1787844720549,False,5,0.5008,0.3024,08-27,0.8
515607,CSI931079,5G通讯,3,47.096,7.0377,0.8612,0.9522,0.1494,0.0061,1787760000000,high,2,,0.05,1556553600000,1787844723694,1787844723694,False,5,0.0478,0.1388,08-27,0.5055
515598,CSI931087,科技龙头,3,49.5549,7.6763,0.728,0.9508,0.1549,0.006,1787760000000,high,2,https://danjuanfunds.com/funding/007873?channel=1800100001&source=guzhi__web_20171001,0.05,1553011200000,1787844723004,1787844723004,False,5,0.0492,0.272,08-27,0.6745
515605,CSI930652,中证电子,3,56.5903,6.6249,0.8624,0.9732,0.1171,0.006,1787760000000,high,2,,0.05,1463414400000,1787844723518,1787844723518,False,5,0.0268,0.1376,08-27,0.7867
515579,SH000993,全指信息,3,59.3744,6.4663,0.6396,0.9732,0.1089,0.0059,1787760000000,high,2,https://danjuanfunds.com/funding/002974?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844721514,1787844721514,False,5,0.0268,0.3604,08-27,0.8198
515573,SZ399967,中证军工,3,62.7199,3.2531,0.442,0.5336,0.0519,0.0053,1787760000000,high,2,https://danjuanfunds.com/funding/163115?channel=1800100001&source=guzhi__web_20171001,0.05,1463500800000,1787844721064,1787844721064,True,5,0.4664,0.558,08-27,0.9059
515608,SH000688,科创50,1,154.8341,7.6969,0.8656,0.909,0.0497,0.0024,1787760000000,high,2,,0.05,1577721600000,1787844723753,1787844723753,False,5,0.091,0.1344,08-27,0.8686
